DESCRIPCION;MARCA;MODELO
H1 QUINPLEX WHITE GEAR LUBE, 7PL, 111.3KG. EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA;LE XPORT;4140-PL
ALMASOL SYNTEMP LUBRICANT, 1CS. CAJA CONTENIENDO 40 TUBOS DE 14.1 ONZAS.;LE XPORT;9901-CST
XPORT FLEX COMP KIT, 20 EA XPORT FLEX COMP 125 FILLED/W 1275.;LE XPORT;LEX-FLEX125-COKT
"GRASA LITHIUM PUMA MULTIPROPOS EP2 400LB; 5000149";PUMA;5000149
"301124; FLUIDO LUBRICANTE KEMMET - KEMET TYPE K LUBRICANTING FLUID  -  ALPA-03/403322; 2.5 LTS BY USED 06/2026";KEMET;S/M
"301103; FLUIDO LUBRICANTE  - KEMET LUBRICANTING FLUID TYPE OS; 2.5LTS BY USED 06/2026";KEMET;S/M
"300111; KEMOX LIQUIDOPARA USO EN LAPEADO - KEMOX O - 400S; 5LTS USE BY  08/2026 ,";KEMET;S/M
ACEITE PARA HERRAMIENTA DE AIRE;TECH;753
"ACEITE PARA MAQUINA DE COSER INDUSTRIAL; ACEITE";S/M;S/M
GREASE LUBRICANTE BLANCO, GREASE 1 (LUBRICANTE BLANCO) 590ML;SABO;53-0044
ACEITE DE REFERENCIA TESTO  0554  2650,  PARA   EL  270  TESTO OIL TESTER  DE 100 ML.    DE   LOTE:  PM20-041122-01, EXP: 21/04/2024.;TESTO SE;0554 2650
12 BARRILES CONTENIENDO ACEITE LUBRICANTE MOBIL TRANS HD (10)W* ACEITE PARA TRANSMISION CADA BARRIL DE 208 LITROS (55 GALONES);MOBIL;113155
Aceites lubricantes de uso industrial para Taladros, martillos (M ALMO 529, 55 GA), presentado en 12 barriles de 55 gal c/u;MOBIL;100392
GRASA M-DEL XTREME GREAS S;S/M;S/M
ACEITE PARA MAQUINAS DE COSER #32;S/M;S/M
ACEITE PARA MAQUINA DE COSER INDUSTRIAL #32 1 BARRIL 55 GALONES;S/M;S/M
LUBRICANTE PARA METAL  WD-40;WD40;WD-40
LUBRICANTES  QUARTZ 5000;S/M;S/M
LUBRICANTES  QUARTZ 5000;S/M;S/M
GRASE LE-1250 ALMASOL GRASA PARA ALTA TEMPERATURA CONTIENE ALMASOL TOTAL DE 06 TUBOS;S/M;S/M
GRASA KLUBER GRAFLOSCON A-G 1  ULTRA   REFERENCIA  149189;KLUBER;S/M
GRASA  KLUBER PLEX BEM 41-141  4.0KG;S/M;S/M
GREASE MONTI 71-2;MONTI ANTONIO;GR-71-2
"ACEITE HIDRAULICO PUMA POWER STEER FLUID 12OZ; 56 CAJA 24 UND. DE 12 OZ C/U. TOTAL. 1,344.00 UND. CON 477.12 LITROS";PUMA;S/M
"GRASA LUBRICANTE PUMA LITHCOM EP2, 400LB; 8 PIEZAS DE T/181.6 1,452.80 LITROS TAMBOR 400 LBS";PUMA;S/M
GRASA LUBRICANTE PUMA LITHCOM EP2, 35LB , PRESENTACION: CUBETA 35 LBS;PUMA;S/M
GRASA LUBRICANTE PUMA LITHCOM EP2, 400LB , PRESENTACION: TAMBOR 400 LBS;PUMA;S/M
"GRASA LUBRICANTE PUMA LITHCOM EP2, 35LB , PRESENTACION: CUBETA 35 LBS; CUBETA DE 35 LBS";PUMA;5000146
"GRASA LUBRICANTE PUMA LITHIUM EP2 CAJAS DE 24 UNIDADES DE 1 LIBRA C/UNA; CAJA DE 24/1 LB";PUMA;5000156
"BDMX770-48; ACEITE  DE  LIQUIDO DE ESCAPE PARA MOTORES DIESEL  PEAK  BLUE  DEF DIESEL  EXHAUST FLUID ( BIDON DE  20 LITROS); 48 BIDONES";PEAK;BDMX770-48
"P1000-06; ACEITE LUBRICANTE NUEVO, PEAK ACEITE GASOLINA SN 10 W 30,; 84 CAJAS  DE 12  ( 0.946 LTROS )";PEAK;S/M
"P1000-20; PEAK ACEITE GASOLINA SN 10 W 30; 40 CAJAS  ( 4 GALONES   3.78 LITROS )";PEAK;S/M
"P1000-06; ACEITE LUBRICANTE NUEVO, PEAK ACEITE GASOLINA SN 10 W 30,; 84 CAJAS ( CAJA  DE 12 BOTES  ( 0.946 LTS )  )";PEAK;S/M
"P1000-20; PEAK ACEITE GASOLINA SN 10 W 30; 50 CAJAS   ( CAJA  DE 4 GALONES  DE  3.78 LTS )";PEAK;S/M
ACEITE SHELL HEAT TRANSFER OIL S2 1* 209L (BARRIL DE 55 GALONES);SHELL;550025731
PUMA HYDRAULIC AW32 (CUBETA de 5-galones) N° Parte 5000120;PUMA;S/M
CONCHA DE GRASA  GRASA SHELL RHODINA BBZ 400 G  CARTUCHO   380G  REFERENCIA  149047;SHELL;S/M
"TUBO DE GRASA PARA MAQUINA DE COSER; PART NUMBER #40006323 LUBRICANT GREASE; 52";S/M;S/M
"Lubricante;   LUBRICANTE DE CORTE DE EXTREMA
PRESION ( CELP-469);  N-2210EP";S/M;S/M
"Grasa;   EP1 GRASA (CELP-469);  IN-EP1";S/M;S/M
"2812; LIQUIDO PARA DIRECCION; LIQUIDO PARA DIREECION ASISITIDA 12OZ/355ML CJA 12";JOHNSEN´S;2812
"4610; POWER STEARING; LIQUIDO PARA DIRECCION ASISTIDA CON ACONDICIONADORES 32OZ (946ML) CJA 12";JOHNSEN´S;4610
"4602; ACEITE PENETRANTE; ACEITE PENETRANTE EN AEROSOL 10OZ (284G) CJA 12";JOHNSEN´S;4602
"4602; ACEITE PENETRANTE; ACEITE PENETRANTE EN AEROSOL 10OZ (284G) CJA 12";JOHNSEN´S;4602
"4604; GRASA BLANCA AEROSOL; GRASA BLANCA LITHIUM EN AEROSOL 11OZ (312G) CJA 12";JOHNSEN´S;4604
"4604; GRASA BLANCA AEROSOL; GRASA BLANCA LITHIUM EN AEROSOL 11OZ (312G) CJA 12";JOHNSEN´S;4604
"L616; GRASA BLANCA; GRASA BLANCA DE LITIO CON CERFLON AEROSOL 11OZ/311GR CJA 12";LIQUID WRENCH;L616
"MGN00813; ACEITE HIDRAULICO; POWER STEARING FLUID 12OZ CJA 12";MAG1;MGN00813
"MAG66064; ACEITE PARA TRANSMISION HIDRAULICA; ACEITE PARA TRANSMISION HIDRAULICA TO-4 10W 5GL";MAG1;MAG66064
"MAG00172; ACEITE SELLADOR DE FUGAS; ACEITE SELLADOR DE FUGAS MAG1 PS 12OZ CJA 12";MAG1;MAG00172
"MAG00809; ACEITE SELLADOR DE FUGAS; ACEITE SELLADOR DE FUGAS MAG1 PS 1QT CJA 6";MAG1;MAG00809
"MAG69885; ACEITE LUBRICANTE PARA COMPRESOR DE AIRE; ACEITE LUBRICANTE PARA COMPRESOR DE AIRE MAG1 16OZ CJA 12";MAG1;MAG69885
"MGN00525; ACEITE PARA MOTOR; ACEITE PARA MOTOR MAG1 UNIV TRTR 5GL";MAG1;MGN00525
VALVOLINE CERULEAN #2 GREASE 50/14.1 OC. GRASA LUBRICANTE CERULEAN #2, PARA MAQUINARIA INDUSTRIAL. PRESENTACION: ENVASE DE 400 GRAMOS/14.1 OZ. EN CAJAS DE 50 ENVASES DE 14.1 OZ. REF. VV70133;VALVOLINE;VV70133
VAL CRIMSON #2GRS 50/14.1 OC. GRASA LUBRICANTE CRIMSON #2, CONTIENE ADITIVOS DE EXTREMA PRESION PARA PROTEGER Y LUBRICAR . PROPORCIONA UN EXCELENTE RENDIMIENTO. COLOR ROJA PARA FACIL IDENTIFICACION. PRESENTACION: ENVASES DE 400GRAMOS/14.1 OZ. EN CAJAS DE 50 ENVASES DE 14.1 OZ. REF. VV70124;VALVOLINE;VV70124
VALVOLINE CERULEAN #2 GRS PL 35 LB. GRASA LUBRICANTE CERULEAN #2, PARA MAQUINARIA INDUSTRIAL. EN PRESENTACION: EN CUBETAS DE 35 LIBRAS. REF. VV70132;VALVOLINE;VV70132
VAL CERULEAN #2 GRS KEG 120 LB, GRASAS LUBRICANTES CERULEAN #2, PARA MAQUINARIA INDUSTRIAL, EN PRESENTACION DE 120 LIBRAS CADA BARRIL, REF. VV70130;VALVOLINE;VV70130
"5000584; ACEITE LUBRICANTE, LUBRICANTE MULTIGRADO MINERAL DE ÚLTIMA GENERACIÓN";PUMA;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA LGMT 3/0.4 PRESENT. 0.4KG (420 ML) N° Parte 7316570699623;SKF;S/M
GRASA INDUSTRIAL SKF LGMT 3/5 PRESENT 5 N° Parte 7316577059581;SKF;S/M
GRASA LUBRICANTE LATA DE 18KG LGHB 2/18 N° Parte 7316577662873;SKF;S/M
GRASA LUBRICANTE LATA DE 18KG LGHB 2/18 N° Parte 7316577662873;SKF;S/M
GRASA SKF LGHP 2/18 PRESENTACION 18KG N° Parte 7316571625560;SKF;S/M
GRASA SKF CODIGO LGHP 2/0.4 (420 ML) N° Parte 7316571625539;SKF;S/M
GRASA LGWA 2/1 ,PRESENT. 1 KILO N° Parte 7316577662934;SKF;S/M
GRASA LGWA 2/1 ,PRESENT. 1 KILO N° Parte 7316577662934;SKF;S/M
FLUIDO SUSPENSION MODULADA 2.5L NUMERO DE PARTE 0888601805;TOYOTA;S/M
FLUIDO SUSPENSION MODULADA 2.5L NUMERO DE PARTE 0888601805;TOYOTA;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G N° Parte ACCCHAINOFAA;YAMALUBE;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G N° Parte ACCCHAINOFAA;YAMALUBE;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G N° Parte ACCCHAINOFAA;YAMALUBE;S/M
GRASA MARINA YAMALUBE MOTOR MARINO 10 OZ N° Parte ACCGREAS14CT;YAMALUBE;S/M
"M2713ES; LIQUIDO DE DIRECCION; POWER STEARING 12OZ/354ML CJA 12";MOTOR MEDIC;M2713ES
"0904173639.; GRASA KRONES CELEROL 7007 PARTE NO ANTERIOR 0-902-81-315-2 PARTE NO ACTUAL: 0-904-17-363-9 PRESENTACION: CARTUCHO DE 500G TABLA KRONES: 30-16; MATERIAL SOLUCION DE LIMPIEZA";KRONES;KRONES MANUFACTURE
CONTENEDOR DE 5 GALONES ACEITE R717 N/P : 2939A aceite lubricante para compresor- // 560851;VILTER;S/M
CONTENEDOR DE 5 GALONES ACEITE R717 N/P : 2939A aceite lubricante para compresor- // 560851;VILTER;S/M
ACEITE P/MAQUINA DE COSER;INTERNATIONAL;SMO200
Aceite para Auto Cam;S/M;S/M
Aceite para Maquina VG-40;S/M;S/M
JAX HEAVY DUTY CHAIN AND CABLE LUBE -LUBRICANTE PARA CADENA;JAX;S/M
JAX CHAIN DRIVE PIN BUJES Y CADENAS-LUBRICANTE PARA CADENA;JAX;S/M
PARA CADENAS, CON UN CONTENIDO DE ACEITES DE PETRELEO O MINERAL BITUMINOSO SUPERIOR AL 70% EN PESO, (HIDROCARBURO ALIFATICO), EN PRESENTACION DE ENVASES  DE AEROSOL DE CAPACIDAD DE 400 ML-WT-400CA;TRUPER;WT-400CA
GRASA RED TAC;S/M;S/M
SMO300-ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO300
6.3234.0TUBO DE GRASA RODAMIENTOS UNIREX N3 400 G;S/M;S/M
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL;SMO300
A base 100% de destilados de petroleos, fraccion Naftenica pesada tratada con hidrogeno, color medio amarillento.-EMBALADOS EN 2 UNIDADES DE FLEXITANQUE // ACEITE BASE - Presentación: 2 unidades de flexitanque;HYGOLD;Hygold L2000
A base 100% de destilados de petroleos, fraccion Naftenica pesada tratada con hidrogeno, color medio amarillento.- // ACEITE BASE - Presentación: 1 bolsa flexible;HYGOLD;Hygold L2000
GRASA DE ALTA TEMPERATURA # C5040001;S/M;S/M
TUBO DE GRASA MULTIPROPOSITO;S/M;S/M
GRASA LUBRICANTE // GREASE MONTI 71-2. KGS. // CODIGO: GR-71-2;MONTI ANTONIO;S/M
GRASAS LUBRICANTE;S/M;S/M
"327#4; ACEITE INDUSTRIAL PARA MAQUINAS DE COSER";TECNOL;TECNOLC-250-T200
SEWUNG MACHINE OIL (ACEITE PARA MAQUINAS);SEWING MACHINE;SMO300
"SHELL GADUS S2 V220 2; GRASA SHELL GADUS S2 V220 2 PARTE NO: SIN REF PRESENTACION: CARTUCHO 400G TABLA: KRONES 30-03, KP2K-20";SHELL;SHELL GADUS S2 V220 2
168 CAJAS CONTENIENDO ACEITE Y GRASAS LUBRICANTES SUPER S POWER STEERING FLUID 12/1 QUART SUS30. HECHO EN USA;SUPER S;SUS30
"GALONES DE ACEITE; SR9552";S/M;S/M
"ACEITES Y GRASAS LUBRICANTES -/- Q8 REMBRANDT EP 2 - 24X0.4KG""; VMEDUAW93917-10";S/M;S/M
ACEITES HIDRAULICOS MULTI DCTF 12 X 1 L , ACEITES HIDRAULICOS MARCA MOTUL DE ORIGEN FRANCIA. CODIGO: 105786 CAJAS DE 12 LITROS DE ACEITES HIDRAULICOS MARCA MOTUL DE ORIGEN FRANCES MULTI DCTF 12X1L , Cantidad: 30  CAJAS CONTENIENDO 360 LITROS, Codigo: 105786;MOTUL;S/M
ACEITE LUBRICANTE 2-TIEMPOS, EXTRA 50/1, CAJAx12x946ml, C/U. // 84-CAJAS - TOTAL : 953.57 LITROS,  ITEM CODIGO: P3691;RALOY;P3691
ACEITE LUBRICANTE TRANSFLUIDO RDX-III BOTELLA APLICADOR, CAJAx12x946ml, C/U. // 84-CAJAS - TOTAL : 953.57 LITROS,  ITEM CODIGO: P6353;RALOY;P6353
NEVAST XS320-GRASA;TOTALENERGIES;S/M
"ILC16541; ACEITE DE TRANSMISIÓN, CAJA/ 6 GALÓN";INTERNATIONAL;ILC16541
"ILC16543; ACEITE DE TRANSMISIÓN, CUBETA 5 GAL";INTERNATIONAL;ILC16543
"ILC701685; GRASA HI TEMP MOLY - CUBETA DE 35 LB";INTERNATIONAL;ILC701685
"001001362B; ACEITE PROSINT 2EVO 1LT OM";OLEO-MAC;001001362B
MULTILEC INDUSTRIAL OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA.;LE XPORT;6803-PL
H1 QUINPLEX FOOD ,ARCH. LUBE - EN PRESENTACION DE CUBETAS PLASTICAS DE 15,9 kg CADA UNA.;LE XPORT;4025-PL
ACEITE;S/M;S/M
ACEITE  PARA ENGRANAJE;S/M;S/M
GRASA  CELLO-SEAL , PUNTO DE FUSION: 90C A 130C, DE 100 G,  LOTE: 222705,  EXP: MAYO 22/2027.;FISHER CHEMICAL SCI;C601 100
"ACEITE DE MOTOR; SSND50-QRT";SUPER S;SSND50-QRT
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA P/BALEROS; GHT-14";SUPER S;GHT-14
"GRASA P/BALEROS; SSSUS71-35LBS";SUPER S;SSSUS71-35LBS
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA P/BALEROS; GHT-14";SUPER S;GHT-14
ACEITE PARA BOMBA DE VACIO,   DE 1 QT.;MAXIMA;01 257 4A
GRASA EN PANA AMARILLA;S/M;S/M
"Fluido hidraulico a base de aceites minerales muy refinados, con menos del 3% de extracto DMSO de alto indice de viscosidad para maquinaria
agricola en general y equipos de construccion-PRESENTACION: BOMBONAS DE 20 LITROS // 77444R61BR";PETRONAS;77444R61BR
"GRASA LITHIUM PUMA MULTIPROPOS EP2; 5000149";PUMA;5000149
BOTELLA DE ACEITE (1 LITRO) REF: MB-APPROVAL 239.41.;FUCHS;S/M
M-LUX EP 2 ST (104596);S/M;S/M
LUBRICANTE GLN;WD40;S/M
"GRASA GEL DE SÍLICE; MULTIUSOS; CARTUCHO; 400 G; SÓLIDO; EQUIPOS DE PROCESAMIENTO DE ALIMENTOS | PARTE DE LA MÁQUINA Y EQUIPO | JUNTA O SELLO; LOTE: L23CA11201; 675962";LOCTITE;675962
ACEITE LUBRICANTE MOBIL DTE OIL HEAVY MEDIUM 55USG/208.2Ltrs), presentado en barriles de 208.2 Lt = 55 GAL. C/U, 2 BARRILES EN TOTAL: 110.00 GALONES, ITEM REF.# 104817;MOBIL;S/M
Aceites lubricantes de uso industrial para Taladros, martillos (M ALMO 529, 55 GA), presentado en barriles de 55 gal c/u (8 BarriLES);MOBIL;100392
"GRASA LUBRICANTE PUMA LITHCOM EP2, 35LB; PRESENTACION: 36 CUBO DE 35 LBS";PUMA;S/M
"GRASA LUBRICANTE PUMA LITHIUM EP2 35LB; PRESENTACION: 48 CUBO DE 35 LBS";PUMA;S/M
"GRASA LUBRICANTE PUMA LITHIUM EP2 1LB; PRESENTACION: 26 CAJA DE 24 LB C/U.";PUMA;S/M
"5000149; GRASA LUBRICANTE PUMA LITHIUM EP2, 400LB; EN TAMBORES (DRUM) CON 400 LBS";PUMA;S/M
ACEITE LUBRICANTE, PUMA HYDRAULIC AW68 (BARRIL) N° Parte 5000123, 4, Barril DE 55 galones;PUMA;S/M
ACEITE LUBRICANTE, PUMA HYDRAULIC AW32 (CUBETA) N° Parte 5000120, 48, Cubeta DE 5 galones;PUMA;S/M
COMPLEJO DE LITIO 2 35LB. GRASA LUBRICANTE PARA MAQUINARIA INDUSTRIAL. ES UNA GRASA MULTIPROPÓSITO EN LA INDUSTRIA EN GENERAL SE RECOMIENDA PARA LA LUBRICACIÓN DE COJINETES, RODAMIENTOS Y SUPERFICIES DESLIZANTES QUE OPERAN BAJO CONDICIONES DE SERVICIO NORMAL A SEVERO. SE APLICA EN LA LUBRICACIÓN DE TRACTOCAMIONES, MOLINOS DE LAMINACIÓN, MESAS DE TRANSFERENCIA, EQUIPO MINERO, PLANTAS DE PAPEL, QUEBRADORAS O TRITURADORAS DE MATERIAL. PRESENTACION: EN CUBETAS DE 35 LIBRAS. REF.885481;VALVOLINE;885481
GRASA LUBRICANTE  PARA MAQUINARIA INDUSTRIAL. EN PRESENTACION: EN CUBETAS DE 35 LIBRAS. REF.885485;VALVOLINE;885485
"5000146; ACEITE PUMA LITHCOM EP2, 35LB";PUMA;S/M
"17214; ACEITE LUBRICANTE RED INSULATING VARNISH SPRAY, EN ENVASE DE 16 OZ";JAX;S/M
"JAX110; MAGNA-PLATE 86 SPRAY ACEITE SINTETICO ( LUBRICANTE)";JAX;S/M
GRASA INDUSTRIAL SKF LGMT 3/5 PRESENT 5KG N° Parte 7316577059581;SKF;S/M
GRASA LGMT 3/0.4 PRESENT. 0.4KG (420 ML) N° Parte 7316570699623;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA SKF LGMT 3/18 PRESENTACION 18KG N° Parte 7316577611864;SKF;S/M
GRASA LGWA 2/1 ,PRESENT. 1 KILO N° Parte 7316577662934;SKF;S/M
GRASA LGWA 2/5 PRESENTACION 5KG N° Parte 7316570859416;SKF;S/M
CARTER OGL 1000M// GRASA LUBRICANTE// FECHA DE ENVASADO:14/06/2023// PRESENTADA EN 1 PALETA DE 1 BARRIL DE 180Kg;TOTALENERGIES;204300
MULTIS COMPLEX EP 2// GRASA LUBRICANTE// LOTE:37580270, FECHA DE ENVASADO:06/10/2023// PRESENTADA EN 6 PALETA DE 64 CAJAS DE 24Und DE POTE PLASTICO DE  400g;TOTALENERGIES;160816
MULTIS COMPLEX EP 2// GRASA LUBRICANTE// LOTE:37580645, FECHA DE ENVASADO:19/09/2023// PRESENTADA EN 4 PALETA DE 32 CUBETAS DE 18Kg;TOTALENERGIES;140071
FLUIDO SUSPENSION MODULADA 2.5L NUMERO DE PARTE 0888601805;TOYOTA;S/M
GRASA MARINA YAMALUBE MOTOR MARINO 10 OZ, NUMERO DE PARTE: ACCGREAS14CT;YAMALUBE;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G, NUMERO DE PARTE: ACCCHAINOFAA;YAMALUBE;S/M
LUBRICANTE Y SILICONE YAMALUBE 10.5OZ 29, NUMERO DE PARTE: ACCSLCNSPRAY;YAMALUBE;S/M
"NOL75215; GEAR OIL ALLAN 9/21/2";NAPA;S/M
"VALVV3246; LÍQUIDO PARA TRANSMISIÓN AUTOMÁTICA VALVOLINE MAX LIFE DEXRON III/MERCON - 1 CUARTO DE GALÓN";VALVOLINE;VALVV3246
"570305/57032; ACEITE MULTIUSO; MULTI-PURPOSE, ACEITE MULTIUSO 30ML/1.05OZ CJA 24";GOLDEN OIL;570305/57032
"570315/57031; ACEITE MULTIUSO; MULTI-PURPOSE, ACEITE MULTIUSO 3OZ/90ML CJA 24";GOLDEN OIL;570315/57031
0.350 L BOTELLA FLUIDO PARA DIRECCION HIDRAULICA 7501390506736 CJ:40.00 0 %-PT60700001;ROSHFRANS;PT60700001
0.400 KG TUBO GSA BALIT COMPLEX PLUS EXP CJ:120.00 0 %-PT40100001;ROSHFRANS;PT40100001
16.000 KG CUBETA GRASA BAT 3 CB:10.00 0 %-PT40400004;ROSHFRANS;PT40400004
3.500 KG CUBETA GRASA BAT 3 7501390505883 CB:19.00 0 %-PT40400007;ROSHFRANS;PT40400007
0.425 KG TARRO GRASA BAT 3 CJ:260.00 0 %-PT40400002;ROSHFRANS;PT40400002
0.850 KG TARRO GRASA BAT 3 7501390502745 CJ:60.00 0 %-PT40400003;ROSHFRANS;PT40400003
0.425 KG TARRO GRASA JUNTAS HOMOCINETICAS CJ:25.00 0 %-PT43200003;ROSHFRANS;PT43200003
0.400 KG TUBO DE GRASA BALIT COMPLEX PLUS 7501390512249 CJ:60.00 0 %-PT40200003;ROSHFRANS;PT40200003
GRASA A BASE MINERAL PARA USO INDUSTIAL Stabyl HD Cb;FUCHS;601079627PL
GRASA PARA USO INDUSTRIAL RENOLIT H EP 2-35LB;FUCHS;601921186
"WD-40.; ACEITE WD-40";WD40;S/M
para maquina de coser,;INTERNATIONAL;SMO300
"SMO200; ACEITE P/MAQUINA DE COSER";INTERNATIONAL;SMO200
ACEITE PARA MAQUINAS DE COSER;INTERNATIONAL;SMO300
"6.3234.0; GRASA PARA COJINETES UNIREX N3 400G";KAESER;6.3234.0
"ACEITE LUBRICANTE DE HIDROCARBURO SINTETICO ACEITE MINERAL INDICADOR UV,COMPONENTE ACEITES RESIDUALES (PETROLEO),DESPARAFINADOS CON DISOLVENTES, CONCENTRACION > =30-< 50, POLISULFUTROS, DI-TERC-DODECIL >=5-< 10, DESTILADOS (PETROLEO), FRICCION NAFTENICA PESADA TRATADA CON HIDROGENO > = 1-< 5, BARRIL DE 180 KG, LOTE: KH00010745; 15121902";KLUBER;15121902
"904902828; GRASA CELEROL L 7009 PARTE NO: 0-904-90-282-8 MARCA KRONES NUMERO DE MAQUINA K441028 USO SOPLADORA CONTIFORM; AGENTE DE LIMPIEZA";KRONES;KRONES MANUFACTURE
ACEITE PARA COMPRESOR DE AIRE #DE PARTE: C5010027;KYUNGWON;S/M
"C5010027-; ACEITE PARA COMPRESOR KYUNGWON; ACEITE PARA COMPRESOR KYUNGWON";KYUNGWON;S/M
MONOLEC R&O COMPRESSOR/TURBINE - EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;6403-PL
PARA CADENAS, CON UN CONTENIDO DE ACEITES DE PETRELEO O MINERAL BITUMINOSO SUPERIOR AL 70% EN PESO, (HIDROCARBURO ALIFATICO), EN PRESENTACION DE ENVASES  DE AEROSOL DE CAPACIDAD DE 400 ML- // WT-400CA;TRUPER;WT-400CA
MULTILEC INDUSTRIAL OIL - EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;6803-PL
MULTILEC INDUSTRIAL OIL - EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;6803-PL
"3318; SPRAY DESENGRASADOR/50ML(12XCAJA)";LIQUI MOLY;3318
Lubricante en aerosol;S/M;S/M
LUBRICANTE;S/M;S/M
ACEITE LUBRICANTE HIDRAULICO PARA USO INDUSTRIAL- MOBIL VACUOLINE 1405,55USG/208.2L PRESENTACION: BARRIL 55 GALONES  .- PRODUCTO.NUMERO. 105459;MOBIL;S/M
UNIVOLT N 61 B NR ST DRUM 55USG- ACEITE LUBRICANTE PRESENTACION:  4 BARRILES  DE 55 GALONES(832.79 L) C/U PARA USO INDUSTRIAL.  .- PRODUCTO.NUMERO. 101532;MOBIL;S/M
ACEITE LUBRICANTE DE USO INDUSTRIA PARA TURBINAS (M-DTE LT PAIL 5USG), PRESENTADO EN CUBETAS DE 5 GALONES (12 CUBETAS CONTENIENDO 227.13 L) .- PRODUCTO.NUMERO. 104743;MOBIL;S/M
AEITE LUBRICANTE  MOBIL FLUID, 424 DRUM. 8 BARRILES DE 55 GLS. CADA UNO.;MOBIL;101139
H1 QUINPLEX WHITE OIL. - EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;4020-PL
"Blanco; A base mezclas de Aceites Parafinicos, Refinados.- // ACEITE MINERAL - Presentación: 29 paletas conteniendo 116 tambores de 200 kgs.c/u";S/M;S/M
ACEITE MEDIO OSCURO  DARK MEDIUM OIL;S/M;S/M
ACEITE MEDIO OSCURO  DARK MEDIUM OIL;S/M;S/M
aceite limon (lubricante);HARDING;3029
Aceite industrial Mobil DTE 26;S/M;S/M
Aceite industrial;S/M;S/M
"LE-4025; GRASA GRADO ALIMENTICIO LE-4025 QUINPLEX,";QUINPLEX;S/M
1 UND DE GRASA P/VEHICULO;S/M;S/M
Aceite 3 EN 1;S/M;S/M
ACEITE  MEDIO OSCURO DARK MEDIUM OIL;S/M;S/M
ACEITE  50 CAJA 12 BOTELLAS 1L;LUKOIL;R1111
5 UND DE ACEITE DE BICICLETA;S/M;S/M
GRASA INDUSTRIAL JAX MAGNA PLATE 1000-2, DE ALTO RENDIMIENTO. FACTURA No. 22187;JAX;S/M
"ACEITES Y GRASAS LUBRICANTES -/- Q8 ANTIFREEZE LL PREMIXED - CAJA 4X4L; VMEDUAW93917-10";Q8;S/M
"ACEITES Y GRASAS LUBRICANTES -/- Q8 RUBENS WB /B - CAJA 24X0.4KG; VMEDUAW93917-11";Q8;S/M
"ACEITE PARA MAQUINA DE COSER INDUSTRIAL; ACEITE PARA MAQUINA";KYUNGWON;S/M
ACEITE PARA MAQUINA DE COSER#32;KYUNGWON;S/M
ACEITE 6803 MULTITEC   (INDSUTRIAL P/COMPRESOR TIPO TORNILLO TOTAL DE 3BIDONES 15 GALONES;LE XPORT;S/M
GRASA LUBRICANTE DE 30 GRAMOS GREASE 1 THERMAL;S/M;56-0078
"LUBRICADORES  DE ACEITES AUTOMÁTICOS DE UN SOLO PUNTO ELECTROMECÁNICOS,SYSTEM 24 . DE 125ML/4.25 FL OZ C/UND.PRESION DESCARGA 5BAR WK:36,AÑO23,BATCH:E; LAGD125/HB2";S/M;LAGD125/HBR
"LUBRICADORES DE ACEITES  AUTOMÁTICOS DE UN SOLO PUNTO ELECTROMECÁNICOS,SYSTEM 24 . DE 125ML/4.25 FL OZ C/UND.PRESION DESCARGA 5BAR WK:36,AÑO23,BATCH:E; LAGD125/HB2";S/M;LAGD125/HBR
"GRASA LUBRICANTE,     FACT: FS-11171 / O.C. 4502381773; GRASA LUBRICANTE; 42613101-1";KLUBER;SUPERLUB
"ACEITE HYDRAULICO; SSR&O-GAL";SUPER S;SSR&O-GAL
